user_id,user_id_pseudonymized,session_id,timestamp,strain_probability,strain_score,predicted_state,avg_typing_speed_ms,backspace_rate,error_rate,baseline_deviation,n_keystrokes,hesitation_spikes,hesitation_near_error,rhythm_cv,rhythm_shift_p,rhythm_shift_significant
user_003,u_6a8b2b82c77e1f3c,user_003_live_449341,2026-09-21T11:55:06,0.9998,100.0,Strained,502.9,0.119,0.059,1.12,101,5,1,0.87,,
user_000,u_b5bddf13184917fb,user_000_sim_93749,2026-09-21T12:30:13.854199,0.9998,100.0,Elevated Strain Pattern,430.9,0.1188,0.0594,1.21,101,6,2,0.964,,,43.5,27.8,2.32,430.9,351.6,415.2,0.964,334.7,40.0,109.0,563.8,1049.0,454.8,170.3,146.7,136.5,18620.0,0.395,34,11,0,0,33.7,1985.9,1,3,1,-22.1,-0.151
user_000,u_b5bddf13184917fb,user_000_sim_10559,2026-09-21T12:30:31.793069,0.0001,0.0,Baseline / Relaxed,261.6,0.0262,0.0105,0.25,191,9,0,1.106,,,50.0,45.9,3.82,261.6,188.2,289.3,1.106,181.9,40.0,71.3,315.3,476.6,244.0,117.5,118.1,60.7,3679.9,0.449,17,8,0,0,8.9,1811.5,0,1,0,-21.8,-0.02
Participant,u_9d7bea47f166e458,Participant_p1,2026-09-21T12:57:16.769419,0.0014,0.1,Baseline / Relaxed,214.0,0.033,0.0275,-0.0,182,11,3,1.031,,,38.9,56.1,4.67,214.0,148.0,220.6,1.031,75.9,79.1,100.6,207.3,433.8,106.6,109.7,107.8,34.1,1161.6,0.513,17,2,0,0,9.3,1598.4,1,3,2,-2.6,-0.022,-0.0,-0.3,0.4,-0.1,100.0,High,0,0,0.0
Participant,u_9d7bea47f166e458,Participant_p2,2026-09-21T12:57:16.830645,0.9998,100.0,Elevated Strain Pattern,247.2,0.0843,0.494,0.15,249,4,4,1.294,0.0637,False,61.6,48.5,4.04,247.2,165.6,319.9,1.294,91.2,81.5,109.8,249.3,504.0,139.5,109.4,106.6,32.8,1074.0,0.442,25,4,2,0,10.0,3522.7,3,5,116,51.2,-0.035,15.5,25.1,8.0,155.6,25027.5,100.0,High,0,0,0.0
Participant,u_9d7bea47f166e458,Participant_p3,2026-09-21T12:57:16.856015,0.0255,2.5,Baseline / Relaxed,221.0,0.0462,0.0578,0.03,173,11,2,0.978,0.4241,False,38.2,54.3,4.52,221.0,154.1,216.1,0.978,73.5,83.6,108.6,214.4,443.7,105.8,106.1,104.4,32.7,1070.3,0.48,17,3,0,0,9.8,1527.2,2,3,3,-0.1,-0.05,3.3,-5.4,5.7,40.1,16516.0,75.3,Moderate,0,1,8.4
Participant,u_9d7bea47f166e458,Participant_p4,2026-09-21T12:57:16.870970,0.9998,100.0,Elevated Strain Pattern,271.2,0.0613,0.5896,0.26,212,5,4,1.682,0.3598,False,57.5,44.3,3.69,271.2,151.5,456.2,1.682,78.8,82.9,106.8,230.9,504.6,124.0,109.0,107.8,29.3,855.7,0.402,22,7,3,1,10.4,4009.5,3,2,118,32.5,0.047,26.7,62.7,11.6,85.8,20324.5,76.9,Moderate,0,2,3.6
Participant,u_9d7bea47f166e458,Participant_p5,2026-09-21T12:57:16.890584,0.0001,0.0,Baseline / Relaxed,255.3,0.085,0.1377,0.19,247,7,3,1.711,0.4864,False,63.1,47.0,3.92,255.3,141.1,436.9,1.711,72.9,74.2,98.9,200.7,480.5,101.8,108.9,110.9,40.5,1640.0,0.427,24,10,4,1,9.7,4278.3,3,9,26,20.7,0.12,19.3,65.5,4.5,157.6,21593.0,100.0,High,0,0,0.0
Participant,u_9d7bea47f166e458,Participant_p1,2026-09-21T13:20:29.227168,0.9997,100.0,Elevated Strain Pattern,506.3,0.043,0.1828,-0.0,186,1,1,4.309,,,94.2,23.7,1.98,506.3,231.1,2181.5,4.309,98.5,152.6,179.3,347.4,752.6,168.2,115.4,107.2,38.2,1461.2,0.228,30,11,2,1,16.1,29840.7,1,2,31,100.8,0.005,-0.0,-0.3,0.2,0.0,94.0,High,0,0,0.0
Participant,u_9d7bea47f166e458,Participant_p2,2026-09-21T13:20:29.240633,0.0013,0.1,Baseline / Relaxed,375.9,0.0357,0.0759,-0.06,224,6,1,1.106,0.0867,False,84.2,31.9,2.66,375.9,255.4,415.8,1.106,110.7,165.7,191.8,364.1,724.8,172.3,124.8,117.0,34.9,1219.7,0.332,40,15,1,1,17.9,4997.8,2,3,11,16.3,0.047,-25.8,-74.4,10.9,-16.9,22879.0,94.0,High,0,0,0.0
Participant,u_9d7bea47f166e458,Participant_p3,2026-09-21T13:20:29.269475,0.9998,100.0,Elevated Strain Pattern,422.3,0.0296,0.858,-0.04,169,5,5,1.2,0.0273,True,71.4,28.4,2.37,422.3,252.2,506.6,1.2,108.2,170.5,202.2,424.9,809.8,222.7,114.3,110.5,29.7,881.4,0.271,37,10,3,1,21.9,4612.3,0,1,141,24.8,0.055,-16.6,-72.2,36.0,-31.2,17848.5,94.0,High,0,0,0.0
Participant,u_9d7bea47f166e458,Participant_p4,2026-09-21T13:20:29.289618,0.9998,100.0,Elevated Strain Pattern,317.4,0.153,0.3993,-0.09,268,7,3,1.259,0.034,True,85.1,37.8,3.15,317.4,218.2,399.6,1.259,99.3,31.6,164.5,306.5,646.3,142.0,95.2,101.8,43.4,1886.9,0.3,35,12,4,0,13.1,3802.6,1,39,104,6.5,0.111,-37.3,-70.9,-18.9,255.8,22009.5,100.0,High,0,0,0.0
Participant,u_9d7bea47f166e458,Participant_p5,2026-09-21T13:20:29.305965,0.9996,100.0,Elevated Strain Pattern,480.4,0.0405,0.2387,-0.01,222,3,2,2.644,0.2834,False,106.7,25.0,2.08,480.4,240.1,1270.3,2.644,106.2,156.1,188.5,389.5,778.6,201.0,119.6,113.2,32.8,1074.9,0.249,42,15,4,2,18.9,17225.9,2,2,47,38.6,0.02,-5.1,-38.8,17.5,-5.7,21919.0,88.0,High,0,0,0.0
Participant,u_9d7bea47f166e458,Participant_p1,2026-09-21T18:05:30.590412,0.0006,0.1,Baseline / Relaxed,404.3,0.0737,0.0421,0.0,190,5,1,1.686,,,76.8,29.7,2.47,404.3,235.3,681.5,1.686,110.7,136.1,170.4,339.8,798.1,169.3,104.7,98.7,47.0,2205.2,0.259,31,15,4,1,16.3,7219.6,1,11,3,-3.8,0.039,0.0,-0.3,0.1,-0.0,94.0,High,0,0,0.0
Participant,u_9d7bea47f166e458,Participant_p2,2026-09-21T18:05:30.611409,0.9998,100.0,Elevated Strain Pattern,382.5,0.0969,0.7364,-0.03,258,13,12,0.974,0.0303,True,98.7,31.4,2.61,382.5,254.6,372.6,0.974,101.2,160.4,198.4,396.1,785.9,197.7,112.3,107.4,33.5,1123.3,0.294,49,15,2,0,19.0,2837.7,7,7,181,6.8,0.052,-5.4,-42.4,16.5,31.5,27444.5,100.0,High,0,0,0.0
Participant,u_9d7bea47f166e458,Participant_p3,2026-09-21T18:05:30.632803,0.9997,100.0,Elevated Strain Pattern,936.1,0.0063,0.6352,0.78,159,2,1,6.493,0.0477,True,148.8,12.8,1.07,936.1,246.5,6078.7,6.493,97.6,169.8,193.4,418.1,733.4,224.7,112.2,103.1,34.8,1211.3,0.12,33,9,3,2,20.8,75858.7,0,1,99,-62.8,0.007,131.5,284.2,27.3,-91.5,16964.5,52.0,Low,0,2,70.3
Participant,u_9d7bea47f166e458,Participant_p4,2026-09-21T18:05:30.649054,0.9998,100.0,Elevated Strain Pattern,612.2,0.0727,0.5409,0.3,220,2,1,3.839,0.0522,False,134.7,19.6,1.63,612.2,247.4,2350.1,3.839,112.9,160.7,189.6,429.3,814.8,239.7,107.3,102.4,31.0,960.0,0.175,44,16,4,2,20.0,26465.1,4,4,114,10.1,0.001,51.4,127.1,22.7,-1.3,23224.0,52.0,Low,0,2,17.9
Participant,u_9d7bea47f166e458,Participant_p5,2026-09-21T18:05:30.663372,0.9995,99.9,Elevated Strain Pattern,409.5,0.0641,0.0598,0.01,234,10,2,1.012,0.0259,True,95.8,29.3,2.44,409.5,259.0,414.6,1.012,124.6,157.6,190.3,411.4,906.4,221.1,113.4,105.8,39.7,1572.3,0.277,49,19,4,0,20.9,3193.3,3,4,6,3.0,0.156,1.3,-40.1,28.5,-13.0,25026.0,72.0,Moderate,0,1,26.7
Dr. Jane Watson,u_a65fd60a4fefca35,Dr. Jane Watson_p1,2026-09-21T18:17:27.951071,0.2,20.0,Resting,175.0,0.03,0.02,0.0,,1,0,,0.35,,20.0,175.0,0.14,85.0,10.0,0,0,40
Dr. Jane Watson,u_a65fd60a4fefca35,Dr. Jane Watson_p2,2026-09-21T18:17:27.962387,0.25,28.0,Resting,175.0,0.03,0.02,0.03,,1,0,,0.35,,20.0,175.0,0.14,85.0,10.0,0,0,40
Dr. Jane Watson,u_a65fd60a4fefca35,Dr. Jane Watson_p3,2026-09-21T18:17:27.975997,0.30000000000000004,36.0,Resting,175.0,0.03,0.02,0.06,,1,0,,0.35,,20.0,175.0,0.14,85.0,10.0,0,0,40
Dr. Jane Watson,u_a65fd60a4fefca35,Dr. Jane Watson_p4,2026-09-21T18:17:27.987060,0.35000000000000003,44.0,Resting,175.0,0.03,0.02,0.09,,1,0,,0.35,,20.0,175.0,0.14,85.0,10.0,0,0,40
Dr. Jane Watson,u_a65fd60a4fefca35,Dr. Jane Watson_p5,2026-09-21T18:17:27.998895,0.4,52.0,Resting,175.0,0.03,0.02,0.12,,1,0,,0.35,,20.0,175.0,0.14,85.0,10.0,0,0,40
Participant,u_9d7bea47f166e458,Participant_p1,2026-09-21T18:26:28.632321,0.0001,0.0,Baseline / Relaxed,316.9,0.0115,0.0115,-0.0,174,10,1,0.765,,,55.1,37.9,3.16,316.9,232.7,242.6,0.765,97.9,147.0,170.7,321.7,618.6,151.1,114.7,102.4,39.1,1531.7,0.362,27,9,0,0,15.5,1336.5,0,1,0,9.8,0.002,-0.0,-0.3,0.1,-0.0,100.0,High,0,0,0.0
Participant,u_9d7bea47f166e458,Participant_p2,2026-09-21T18:26:28.655212,0.9998,100.0,Elevated Strain Pattern,502.4,0.023,0.2028,0.76,217,2,1,3.431,0.9462,False,109.0,23.9,1.99,502.4,223.2,1724.0,3.431,81.8,157.8,177.0,320.0,827.2,143.0,107.5,105.6,23.5,552.5,0.214,37,12,3,2,17.1,19433.5,1,2,40,96.4,0.001,58.5,346.8,10.0,100.4,18954.5,38.0,Low,0,4,10.6
Participant,u_9d7bea47f166e458,Participant_p3,2026-09-21T18:26:28.672091,0.9998,100.0,Elevated Strain Pattern,408.7,0.0543,0.1902,0.38,184,4,2,1.162,0.0306,True,75.2,29.4,2.45,408.7,254.0,475.1,1.162,109.4,160.6,195.4,435.9,878.1,240.5,121.5,115.0,31.9,1018.8,0.297,38,14,2,1,20.7,4941.3,4,2,26,4.1,-0.061,29.0,51.4,33.2,372.6,18124.0,94.0,High,0,0,0.0
Participant,u_9d7bea47f166e458,Participant_p4,2026-09-21T18:26:28.687059,0.9998,100.0,Elevated Strain Pattern,526.5,0.0526,0.3062,0.86,209,2,2,3.5,0.4213,False,110.0,22.8,1.9,526.5,239.9,1842.8,3.5,107.9,148.4,178.9,374.7,733.2,195.8,116.2,110.1,31.3,978.9,0.221,33,16,2,2,15.8,22484.5,2,5,59,104.0,0.436,66.1,355.8,1.9,357.6,19051.0,57.8,Moderate,0,2,7.1
Participant,u_9d7bea47f166e458,Participant_p5,2026-09-21T18:26:28.704567,0.9998,100.0,Elevated Strain Pattern,341.0,0.0485,0.1057,0.1,227,11,4,1.261,0.1933,False,77.4,35.2,2.93,341.0,215.9,430.1,1.261,83.0,146.9,169.3,304.5,674.6,135.3,123.5,111.3,47.6,2266.2,0.362,30,15,2,1,13.2,4565.1,2,6,17,4.6,-0.05,7.6,64.2,-14.7,321.3,18252.0,94.0,High,0,0,0.0
Participant,u_9d7bea47f166e458,Participant_p1,2026-09-21T18:36:28.070441,0.9997,100.0,Elevated Strain Pattern,318.5,0.0479,0.3723,-0.0,188,4,1,1.223,,,59.9,37.7,3.14,318.5,203.3,389.4,1.223,77.4,145.3,165.5,293.1,680.7,127.6,115.6,103.1,44.5,1979.7,0.363,26,6,1,1,13.8,4439.4,2,5,66,-6.8,0.046,-0.0,-0.3,0.2,-0.1,100.0,High,0,0,0.0
Participant,u_9d7bea47f166e458,Participant_p2,2026-09-21T18:36:28.093201,0.9998,100.0,Elevated Strain Pattern,327.4,0.014,0.6729,0.02,214,10,8,0.903,0.0719,False,70.1,36.7,3.05,327.4,217.7,295.6,0.903,77.7,152.7,180.3,310.8,701.7,130.5,109.7,102.3,33.1,1094.1,0.335,33,9,1,0,15.4,2063.8,0,1,141,10.2,-0.002,2.8,-26.3,11.7,-70.7,22208.5,100.0,High,0,0,0.0
